,batch,file,Sam's numbers,Anna's numbers,quality key,consensus
491,49,lst_19:54:09_2020_04_07.tif,0,,,
492,49,lst_20:01:23_2021_05_18.tif,0,,,
493,49,lst_20:01:42_2020_08_06.tif,1,,,
494,49,lst_20:02:34_2020_08_06.tif,0,,,
495,49,lst_20:06:01_2019_07_22.tif,0,,,
496,49,lst_20:06:53_2019_07_22.tif,0,,,
497,49,lst_20:07:07_2019_09_20.tif,1,,,
498,49,lst_20:07:59_2019_09_20.tif,1,,,
499,49,lst_20:08:13_2021_07_19.tif,0,,,
500,49,lst_20:13:11_2020_05_20.tif,0,,,
501,50,lst_20:19:22_2021_04_04.tif,1,,,
502,50,lst_20:19:49_2019_06_08.tif,0,,,
503,50,lst_20:20:40_2019_06_08.tif,0,,,
504,50,lst_20:22:52_2021_09_17.tif,0,,,
505,50,lst_20:22:54_2021_06_05.tif,0,,,
506,50,lst_20:23:02_2020_09_18.tif,0,,,
507,50,lst_20:25:12_2018_08_10.tif,0,,,
508,50,lst_20:26:04_2018_08_10.tif,0,,,
509,50,lst_20:34:45_2020_07_18.tif,1,,,
510,50,lst_20:35:37_2020_07_18.tif,0,,,
511,51,lst_20:38:28_2022_04_02.tif,0,,,
512,51,lst_20:43:04_2019_08_06.tif,0,,,
513,51,lst_20:43:56_2019_08_06.tif,0,,,
514,51,lst_20:44:16_2018_07_22.tif,1,,,
515,51,lst_20:45:08_2018_07_22.tif,0,,,
516,51,lst_20:48:36_2021_05_17.tif,2,2,2,2
517,51,lst_20:50:30_2018_09_20.tif,0,,,
518,51,lst_20:51:22_2018_09_20.tif,1,,,
519,51,lst_20:53:05_2021_07_16.tif,2,2,2,2
520,51,lst_20:56:06_2019_09_17.tif,1,,,
521,52,lst_20:57:25_2019_07_19.tif,1,,,
522,52,lst_20:58:17_2019_07_19.tif,0,,,
523,52,lst_20:59:27_2020_05_17.tif,0,,,
524,52,lst_21:00:19_2020_05_17.tif,0,,,
525,52,lst_21:06:25_2021_04_03.tif,0,,,
526,52,lst_21:06:25_2021_09_14.tif,0,,,
527,52,lst_21:07:15_2021_09_14.tif,1,,,
528,52,lst_21:07:17_2021_04_03.tif,0,,,
529,52,lst_21:08:10_2021_06_02.tif,2,,1,
530,52,lst_21:08:19_2020_09_15.tif,2,,2,2
531,53,lst_21:11:44_2019_06_05.tif,0,,,
532,53,lst_21:14:07_2021_08_01.tif,0,,,
533,53,lst_21:14:59_2021_08_01.tif,0,,,
534,53,lst_21:21:57_2020_07_15.tif,0,,,
535,53,lst_21:24:30_2018_08_07.tif,0,,,
536,53,lst_21:24:49_2020_04_03.tif,0,,,
537,53,lst_21:25:22_2018_08_07.tif,0,,,
538,53,lst_21:25:40_2020_04_03.tif,0,,,
539,53,lst_21:34:21_2021_05_14.tif,0,,,
540,53,lst_21:34:34_2019_08_03.tif,0,,,
541,54,lst_21:40:26_2021_07_15.tif,0,,,
542,54,lst_21:42:58_2018_09_19.tif,1,,,
543,54,lst_21:44:10_2019_09_16.tif,0,,,
544,54,lst_21:45:02_2019_09_16.tif,0,,,
545,54,lst_21:46:35_2019_07_18.tif,0,,,
546,54,lst_21:47:27_2019_07_18.tif,0,,,
547,54,lst_21:47:36_2020_05_16.tif,0,,,
548,54,lst_21:52:01_2021_03_31.tif,1,,,
549,54,lst_21:53:24_2021_09_13.tif,1,,,
550,54,lst_21:54:16_2021_09_13.tif,0,,,
551,55,lst_21:55:23_2021_06_01.tif,0,,,
552,55,lst_21:55:48_2020_09_14.tif,0,,,
553,55,lst_21:56:15_2021_06_01.tif,0,,,
554,55,lst_22:00:29_2020_06_01.tif,0,,,
555,55,lst_22:01:00_2019_06_04.tif,0,,,
556,55,lst_22:01:15_2021_07_31.tif,0,,,
557,55,lst_22:01:52_2019_06_04.tif,0,,,
558,55,lst_22:02:06_2021_07_31.tif,0,,,
559,55,lst_22:09:42_2020_07_14.tif,1,,,
560,55,lst_22:10:34_2020_07_14.tif,0,,,
561,56,lst_22:18:40_2021_09_29.tif,1,,,
562,56,lst_22:19:32_2021_09_29.tif,1,,,
563,56,lst_22:21:34_2021_05_13.tif,1,,0,
564,56,lst_22:22:26_2021_05_13.tif,0,,,
565,56,lst_22:23:35_2019_08_02.tif,0,,,
566,56,lst_22:23:58_2018_08_04.tif,1,,,
567,56,lst_22:24:27_2019_08_02.tif,0,,,
568,56,lst_22:24:50_2018_08_04.tif,0,,,
569,56,lst_22:33:23_2019_09_13.tif,1,,,
570,56,lst_22:33:42_2020_05_13.tif,0,,,
571,57,lst_22:34:15_2019_09_13.tif,0,,,
572,57,lst_22:34:34_2020_05_13.tif,0,,,
573,57,lst_22:37:13_2021_09_10.tif,1,,,
574,57,lst_22:37:46_2019_07_15.tif,1,,,
575,57,lst_22:38:05_2021_09_10.tif,1,,,
576,57,lst_22:38:38_2019_07_15.tif,1,,,
577,57,lst_22:41:17_2020_09_11.tif,2,,2,2
578,57,lst_22:41:54_2018_09_16.tif,0,,,
579,57,lst_22:42:46_2018_09_16.tif,1,,,
580,57,lst_22:46:24_2021_07_28.tif,0,,,
581,58,lst_22:47:16_2021_07_28.tif,0,,,
582,58,lst_22:52:27_2019_06_01.tif,0,,,
583,58,lst_22:53:19_2019_06_01.tif,0,,,
584,58,lst_22:56:53_2020_07_11.tif,0,,,
585,58,lst_22:57:45_2020_07_11.tif,0,,,
586,58,lst_23:01:20_2020_09_27.tif,1,,,
587,58,lst_23:04:05_2021_09_26.tif,1,,,
588,58,lst_23:07:16_2021_05_10.tif,0,,,
589,58,lst_23:09:38_2020_07_29.tif,0,,,
590,58,lst_23:12:29_2021_07_11.tif,0,,,
591,59,lst_23:13:21_2021_07_11.tif,0,,,
592,59,lst_23:21:46_2019_09_12.tif,0,,,
593,59,lst_23:21:58_2020_05_12.tif,0,,,
594,59,lst_23:22:38_2019_09_12.tif,0,,,
595,59,lst_23:23:29_2019_09_28.tif,0,,,
596,59,lst_23:24:02_2021_09_09.tif,0,,,
597,59,lst_23:24:54_2021_09_09.tif,0,,,
598,59,lst_23:28:07_2021_05_28.tif,0,,,
599,59,lst_23:28:59_2021_05_28.tif,0,,,
600,59,lst_23:29:21_2019_07_12.tif,0,,,
601,60,lst_23:30:13_2019_07_12.tif,0,,,
602,60,lst_23:33:49_2021_07_27.tif,1,,,
603,60,lst_23:34:08_2020_05_28.tif,1,,,
604,60,lst_23:34:41_2021_07_27.tif,0,,,
605,60,lst_23:35:00_2020_05_28.tif,0,,,
606,60,lst_23:36:14_2018_07_15.tif,2,,2,2
607,60,lst_23:41:22_2018_09_13.tif,0,,,
608,60,lst_23:42:14_2018_09_13.tif,1,,,
609,60,lst_23:44:25_2019_05_29.tif,0,,,
610,60,lst_23:44:56_2020_07_10.tif,0,,,
611,61,lst_23:45:17_2019_05_29.tif,0,,,
612,61,lst_23:48:29_2020_09_26.tif,0,,,
613,61,lst_23:51:11_2021_09_25.tif,0,,,
614,61,lst_23:52:03_2021_09_25.tif,0,,,
615,61,lst_23:54:29_2021_05_09.tif,1,,,
616,61,lst_23:55:21_2021_05_09.tif,0,,,
,,,,,,
,,,,,,
,,total perfect images,46,45,12,47
,,total supplemental images,162,2,2,0
,,total useless images,407,9,2,1
